name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Spain,2020-09-09,28.9,15.5,21.2,27.4,15.5,21.1,4.7,34.78,0,,0,,,,15.5,9.3,230.8,1020.1,1,18.4,,,,,2020-09-09T07:50:01,2020-09-09T20:33:13,0.71,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-10,30.5,17.6,23.2,28.8,17.6,22.9,7.9,38.98,0,,0,,,,28.1,16.5,155.8,1016.8,2,18.4,,,,,2020-09-10T07:50:59,2020-09-10T20:31:33,0.76,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-11,32.3,18.1,24.1,30.2,18.1,23.7,6.4,32.94,0,,0,,,,24.8,14,187.5,1013.5,1.6,17.7,,,,,2020-09-11T07:51:56,2020-09-11T20:29:54,0.81,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-12,32.9,19.1,24.9,30.7,19.1,24.4,6.8,32.68,0,,0,,,,27.4,15.8,132.5,1015.3,0.7,17.5,,,,,2020-09-12T07:52:54,2020-09-12T20:28:14,0.86,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-13,32.1,19.6,25.3,30.1,19.6,24.8,8,34.84,0,,0,,,,24.5,14.7,121,1019.4,3.3,17.6,,,,,2020-09-13T07:53:52,2020-09-13T20:26:34,0.9,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-14,30.2,20,24.3,28.8,20,24.1,10.1,41.46,0,,4.17,,,,27,15.8,133.3,1019.2,7.9,18.3,,,,,2020-09-14T07:54:49,2020-09-14T20:24:53,0.95,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-15,28.6,15.3,22.7,27.8,15.3,22.7,13.6,59.09,1.5,,25,,,,25.9,13.3,211.9,1018.7,3.9,16.4,,,,,2020-09-15T07:55:47,2020-09-15T20:23:13,0.98,Rain,Clear conditions throughout the day with rain clearing later.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-16,30.5,18.6,23.8,29.2,18.6,23.5,11.5,48.14,0,,0,,,,23.4,23.5,152.9,1016.6,23.6,16.2,,,,,2020-09-16T07:56:45,2020-09-16T20:21:32,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-17,25.8,17.7,21.4,25.8,17.7,21.4,15.3,69.38,9.06,,37.5,,,,51.5,22.5,164,1013.3,46.2,12.7,,,,,2020-09-17T07:57:43,2020-09-17T20:19:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-09-18,19.9,14.7,17.7,19.9,14.7,17.7,14.8,84.01,20.51,,50,,,,81.7,19.1,127.8,1012.4,41.5,12.1,,,,,2020-09-18T07:58:41,2020-09-18T20:18:11,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-09-19,19.2,14.6,16.7,19.2,14.6,16.8,13.4,81.44,27.13,,62.5,,,,50,25.5,208.1,1014.9,62.7,12.3,,,,,2020-09-19T07:59:39,2020-09-19T20:16:30,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-09-20,22.4,15.6,18.4,22.4,15.6,18.4,13.8,75.24,3.15,,20.83,,,,29.2,23.1,228,1016.7,47.7,13.8,,,,,2020-09-20T08:00:37,2020-09-20T20:14:50,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-09-21,24.5,13.2,18.3,24.5,13.2,18.3,11.3,67.94,0.9,,16.67,,,,19.8,12.3,235.5,1016.9,25.3,11.6,,,,,2020-09-21T08:01:36,2020-09-21T20:13:09,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-09-22,24.5,12.8,18.9,24.5,12.8,18.9,10.4,60.64,0,,0,,,,24.5,16.1,253.9,1014.7,17.2,15.1,,,,,2020-09-22T08:02:34,2020-09-22T20:11:28,0.16,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08222099999,08215099999"
Spain,2020-09-23,23.9,16.2,19.5,23.9,16.2,19.5,12.8,66.79,1.1,,29.17,,,,31.7,25.7,230.5,1012.4,33.4,14.3,,,,,2020-09-23T08:03:33,2020-09-23T20:09:48,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-09-24,22.6,16.5,18.4,22.6,16.5,18.4,12.6,70.96,16.38,,16.67,,,,35.3,29.4,260.9,1013.5,7.7,16.5,,,,,2020-09-24T08:04:31,2020-09-24T20:08:07,0.27,Rain,Clear conditions throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-25,18.7,12.1,15.1,18.7,12.1,15.1,3.3,46.02,0,,0,,,,81.7,29.2,299.6,1019.4,3.8,18.2,,,,,2020-09-25T08:05:30,2020-09-25T20:06:27,0.33,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-26,21,9.1,14.5,21,9.1,14.5,4.1,50.78,0,,0,,,,36,23.6,256.8,1019.6,5.1,17.7,,,,,2020-09-26T08:06:29,2020-09-26T20:04:47,0.37,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-27,22,13.1,16.8,22,13.1,16.8,6.1,51.84,0,,16.67,,,,77.8,24.3,145.3,1013.8,3,18.1,,,,,2020-09-27T08:07:28,2020-09-27T20:03:07,0.41,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-28,23.8,9.1,14.9,23.8,8.7,14.9,2.7,46.03,0,,0,,,,12.6,5.4,173.5,1017.8,1.4,18.3,,,,,2020-09-28T08:08:28,2020-09-28T20:01:27,0.45,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-29,25.7,12.6,17.7,25.7,12.6,17.7,3.6,41.13,0,,0,,,,19.4,11.8,143.4,1017.3,5.5,17.9,,,,,2020-09-29T08:09:27,2020-09-29T19:59:48,0.47,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-09-30,26.6,12,18.4,26.6,12,18.4,4.9,43.11,0,,0,,,,19.8,12.6,178.1,1015.3,6.5,17.9,,,,,2020-09-30T08:10:27,2020-09-30T19:58:09,0.49,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-01,22.7,12.5,17.5,22.7,12.5,17.5,7.4,52.19,0,,4.17,,,,33.5,24.3,260.8,1010.2,4.3,18.2,,,,,2020-10-01T08:11:27,2020-10-01T19:56:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-02,16.7,10.7,13.3,16.7,10.7,13.3,6,63.41,8.6,,37.5,,,,83.5,36.9,270.5,999.1,8,16.3,,,,,2020-10-02T08:12:28,2020-10-02T19:54:52,0.5,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-03,16.5,8.6,11.8,16.5,6,11.1,1.7,50.99,0,,0,,,,35.6,27,278.4,1006.8,4.3,17.5,,,,,2020-10-03T08:13:28,2020-10-03T19:53:14,0.52,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-04,17.2,8,12.4,17.2,6.5,12.2,3.7,57.39,0.49,,20.83,,,,55.4,29.3,259.4,1010,7.6,17.6,,,,,2020-10-04T08:14:29,2020-10-04T19:51:36,0.53,Rain,Clear conditions throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-05,19.2,10,14,19.2,10,14,3.8,51.46,0,,0,,,,25.2,18.1,285.9,1016.6,4.4,18,,,,,2020-10-05T08:15:30,2020-10-05T19:49:59,0.56,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-06,24.6,10.1,16.5,24.6,10.1,16.5,8,57.85,0,,0,,,,19.4,12.9,242.5,1021.8,2.1,18.3,,,,,2020-10-06T08:16:31,2020-10-06T19:48:22,0.59,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-07,26.1,12.1,18.1,26.1,12.1,18.1,9.7,59.39,0,,0,,,,15.5,9.6,179,1023.1,3,16.3,,,,,2020-10-07T08:17:33,2020-10-07T19:46:46,0.63,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-08,25.1,13.9,18.5,25.1,13.9,18.5,10.3,60.31,0,,0,,,,23.4,15.5,124.4,1022.5,4.4,11.1,,,,,2020-10-08T08:18:35,2020-10-08T19:45:11,0.68,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-09,26.1,12.6,18.5,26.1,12.6,18.5,9.2,56.95,0,,0,,,,17.3,10.2,160.1,1021.4,3.2,17.4,,,,,2020-10-09T08:19:37,2020-10-09T19:43:36,0.73,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-10,24.3,13.2,18.2,24.3,13.2,18.2,8.1,52.61,0,,0,,,,39.9,22.7,43.6,1021.7,0.7,17.6,,,,,2020-10-10T08:20:39,2020-10-10T19:42:01,0.78,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-11,18.4,9.5,13.4,18.4,7.3,13.2,2.4,48.76,0,,0,,,,38.9,18.3,37.3,1025.1,0.3,18.2,,,,,2020-10-11T08:21:42,2020-10-11T19:40:28,0.83,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-12,19.3,9.5,13.1,19.3,7.6,12.9,1.7,47.18,0,,0,,,,31.3,15.9,93.7,1024.4,0,18.4,,,,,2020-10-12T08:22:45,2020-10-12T19:38:55,0.88,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-13,22.8,8.5,14.7,22.8,8.5,14.7,4.7,52.15,0,,0,,,,25.6,17,230.4,1016.8,3.2,16.3,,,,,2020-10-13T08:23:49,2020-10-13T19:37:22,0.93,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-14,17.2,9.6,13.5,17.2,9.6,13.6,2.1,47.14,0,,0,,,,30.9,19,281.8,1012.7,4.2,16,,,,,2020-10-14T08:24:52,2020-10-14T19:35:51,0.96,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-15,16.1,6.6,11.3,16.1,6.6,11.2,1.6,52.48,0,,0,,,,26.6,14.7,125.8,1018.1,1.9,17.6,,,,,2020-10-15T08:25:56,2020-10-15T19:34:20,0.99,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-16,16.2,5.1,9.7,16.2,5.1,9.5,0.1,52.3,0,,0,,,,25.2,13.3,135,1020,0.7,18,,,,,2020-10-16T08:27:01,2020-10-16T19:32:50,1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-17,19.1,3.2,10,19.1,3.2,10,0.7,54.24,0,,0,,,,12.6,6.5,182.3,1019,10.8,17.5,,,,,2020-10-17T08:28:06,2020-10-17T19:31:21,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-18,21.2,7.5,12.9,21.2,6.1,12.7,2.2,49.76,0,,0,,,,16.2,8.6,83.5,1021.2,6.5,17.7,,,,,2020-10-18T08:29:11,2020-10-18T19:29:53,0.02,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-19,22.6,9.3,15.5,22.6,8.7,15.5,3.8,46.98,0,,0,,,,85.3,14.4,67.3,1017.7,5.3,17.7,,,,,2020-10-19T08:30:16,2020-10-19T19:28:25,0.05,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-20,18.5,12.2,14.9,18.5,12.2,14.9,10.3,77.07,33.78,,58.33,,,,107.6,36.7,150.5,1009.4,13.2,12.4,,,,,2020-10-20T08:31:22,2020-10-20T19:26:59,0.09,Rain,Clear conditions throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-21,17.2,12.7,14.7,17.2,12.7,14.7,11.4,80.88,5.38,,62.5,,,,92.5,23.7,180.8,1008.9,11.2,15.9,,,,,2020-10-21T08:32:28,2020-10-21T19:25:34,0.14,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-22,16.5,12.1,13.8,16.5,12.1,13.8,11.6,86.91,11.19,,83.33,,,,24.5,15.8,176.3,1013.3,13,12.6,,,,,2020-10-22T08:33:34,2020-10-22T19:24:10,0.2,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-23,14.6,9.1,11.4,14.6,8.4,11.3,9,85.62,3.6,,33.33,,,,27.7,15.1,254.8,1021.4,16,15.8,,,,,2020-10-23T08:34:41,2020-10-23T19:22:46,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-24,15.6,6.9,10.2,15.6,5.7,10,7.5,84.76,0,,0,,,,177.7,24,276.8,1025.6,14.1,11.1,,,,,2020-10-24T08:35:48,2020-10-24T19:21:24,0.3,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08222099999,08215099999"
Spain,2020-10-25,13.7,8.6,10.9,13.7,5.8,10.5,8.5,85.83,5.7,,36,,,,177,30.8,218.9,1017.1,12.1,15.6,,,,,2020-10-25T07:36:56,2020-10-25T18:20:03,0.35,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-26,12.7,5.6,8.8,12.7,2.2,6.9,2.9,68.42,0.3,,12.5,,,1,0,25.5,281.5,1018.1,5.1,17.9,,,,,2020-10-26T07:38:03,2020-10-26T18:18:43,0.39,Rain,Clear conditions throughout the day with rain clearing later.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-27,15.1,5.6,10.2,15.1,4.9,9.7,4.3,67.84,0,,4.17,,,1,0,17.5,196.3,1020.5,4.9,17.9,,,,,2020-10-27T07:39:11,2020-10-27T18:17:25,0.43,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-28,13.2,8.1,10.8,13.2,8.1,10.8,9.1,89.37,0,,33.33,,,,1.8,7.7,217.7,1023.4,30,13.1,,,,,2020-10-28T07:40:20,2020-10-28T18:16:07,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08215099999"
Spain,2020-10-29,16.9,9.2,12.7,16.9,8.9,12.7,8.9,78.39,0,,0,,,,,7.2,204.1,1027.4,60.1,13,,,,,2020-10-29T07:41:28,2020-10-29T18:14:51,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08215099999"
Spain,2020-10-30,19.9,6.1,12,19.9,5,11.9,7.8,77.18,0,,0,,,,6.7,6.1,197.4,1027.8,1.3,11.6,,,,,2020-10-30T07:42:37,2020-10-30T18:13:36,0.49,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08223099999,08222099999,08215099999,08220099999"
Spain,2020-10-31,21.6,8.5,13.6,21.6,8.5,13.5,9,75.33,0,,0,,,,12.3,10.2,212.3,1025.8,1.2,11.2,,,,,2020-10-31T07:43:46,2020-10-31T18:12:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-01,21.1,9.1,13.9,21.1,9.1,13.9,9.6,76.63,0,,0,,,,25,6.9,184.5,1025.1,5.6,10.9,,,,,2020-11-01T07:44:55,2020-11-01T18:11:11,0.51,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-02,20.1,9.5,14.3,20.1,9.5,14.3,10.6,79.86,0,,0,,,,8.4,6,223,1023.3,5.6,9.6,,,,,2020-11-02T07:46:05,2020-11-02T18:10:00,0.52,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-03,14.6,10.7,13.1,14.6,10.7,13.1,10.8,86.43,0.98,,45.83,,,,40.7,15.2,141.2,1024.4,16.4,10.3,,,,,2020-11-03T07:47:15,2020-11-03T18:08:51,0.54,Rain,Clear conditions throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-04,11.1,8,9.2,11.1,5.8,7.9,5.5,78.21,0.91,,45.83,,,,159.8,15.2,68.2,1020.8,15.3,10.1,,,,,2020-11-04T07:48:25,2020-11-04T18:07:44,0.57,Rain,Clear conditions throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-05,13,8.1,10.3,13,6.1,9.4,8.6,89.11,6.64,,62.5,,,,120.6,16.7,81,1019.7,12.3,10.1,,,,,2020-11-05T07:49:35,2020-11-05T18:06:38,0.61,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-06,18.1,11,14.4,18.1,11,14.4,10.8,79.97,0.01,,20.83,,,,114.8,25.1,90.3,1016.4,7.7,9.9,,,,,2020-11-06T07:50:45,2020-11-06T18:05:33,0.65,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-07,15,9.6,12.2,15,8.4,12.2,10.2,87.73,22.04,,75,,,,88.9,23.2,183.2,1018,7.8,9.8,,,,,2020-11-07T07:51:55,2020-11-07T18:04:30,0.7,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-08,15,8.6,11.2,15,8.6,11.2,8.5,84.1,0,,4.17,,,,16.2,7.9,199.5,1023.1,14.9,10.6,,,,,2020-11-08T07:53:06,2020-11-08T18:03:29,0.75,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-09,15.7,10.1,11.6,15.7,10.1,11.6,9.9,89.4,8.1,,41.67,,,,14.4,7.5,177,1023,10.3,8.8,,,,,2020-11-09T07:54:16,2020-11-09T18:02:29,0.8,Rain,Clear conditions throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-10,17.2,7.1,10.7,17.2,7.1,10.7,8,84.25,0,,8.33,,,,13,4.4,206.8,1027,2.5,11.1,,,,,2020-11-10T07:55:27,2020-11-10T18:01:31,0.86,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-11,16,7.1,10.3,16,7.1,10.2,7.4,82.96,0,,0,,,,22.7,6.8,179.8,1025.8,2.2,10.9,,,,,2020-11-11T07:56:37,2020-11-11T18:00:35,0.91,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-12,15.3,8.3,11,15.3,8.3,11,7.7,80.72,0,,0,,,,18,5.8,118.4,1023,8.8,11.8,,,,,2020-11-12T07:57:47,2020-11-12T17:59:41,0.95,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-13,15.6,9.1,11.5,15.6,9,11.5,7.4,76.33,0,,0,,,,14,7.8,153.5,1021.2,7.9,11.8,,,,,2020-11-13T07:58:58,2020-11-13T17:58:48,0.98,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-14,12.6,10.2,11.5,12.6,10.2,11.5,10,90.86,1.7,,16.67,,,,9.7,5.9,221.7,1021.2,17.8,7.4,,,,,2020-11-14T08:00:08,2020-11-14T17:57:58,1,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-15,15.7,11.6,13.2,15.7,11.6,13.2,12.4,95.28,0,,0,,,,23,17.2,215.7,1021.3,14,7.6,,,,,2020-11-15T08:01:18,2020-11-15T17:57:09,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-16,18.2,11.6,13.5,18.2,11.6,13.5,11.8,90.06,0,,12.5,,,,22.3,8.2,199.5,1023.1,10.1,7.4,,,,,2020-11-16T08:02:28,2020-11-16T17:56:22,0.01,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-17,15.7,8.4,10.7,15.7,8.4,10.7,9.3,90.7,0.1,,4.17,,,,18.4,9.8,200.1,1027.5,5.9,8.6,,,,,2020-11-17T08:03:37,2020-11-17T17:55:37,0.04,Rain,Clear conditions throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-18,14.9,9,11.2,14.9,9,11.2,10.1,93.06,0,,4.17,,,,10.1,8.1,243.5,1028.8,20.8,6.2,,,,,2020-11-18T08:04:47,2020-11-18T17:54:54,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-19,21.1,7.6,13,21.1,7.6,13,8.9,78.45,0,,0,,,,22.7,14.9,182.7,1030.7,1,8.9,,,,,2020-11-19T08:05:56,2020-11-19T17:54:13,0.12,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-20,17.1,7.4,11.1,17.1,6.4,10.9,3.1,60.62,0,,0,,,,29.4,17.7,189.8,1030.1,0.5,11.5,,,,,2020-11-20T08:07:04,2020-11-20T17:53:34,0.17,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-21,15.5,3.7,9.2,15.5,3.7,8.7,-0.7,51.91,0,,0,,,,14.8,10.8,251.2,1028.4,1.7,13.1,,,,,2020-11-21T08:08:13,2020-11-21T17:52:57,0.22,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-22,14.6,4,8.2,14.6,2.9,7.9,2,66,0,,0,,,,9.4,7.7,194.7,1029.2,2,13.7,,,,,2020-11-22T08:09:20,2020-11-22T17:52:22,0.27,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-23,15.5,3.1,8.4,15.5,3.1,8.2,3.2,71.6,0,,0,,,,20.2,5.7,185,1028.1,1.5,11.5,,,,,2020-11-23T08:10:27,2020-11-23T17:51:49,0.31,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
Spain,2020-11-24,12.7,3.2,7.3,12.7,3.2,7.1,3.5,77.5,0,,0,,,,22.7,8.9,188.4,1023.9,4.9,10.7,,,,,2020-11-24T08:11:34,2020-11-24T17:51:18,0.36,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,08219099999,08222099999,08223099999,08220099999,08215099999"
